"astro-ph/0610425","David Merritt","David Merritt, Stefan Harfst, Gianfranco Bertone","Collisionally Regenerated Dark Matter Structures in Galactic Nuclei","11 pages, uses revtex4","Phys.Rev. D75 (2007) 043517","10.1103/PhysRevD.75.043517",,"astro-ph hep-ph",,"  We show that the presence of a rho~1/r^{3/2} dark matter overdensity can be
robustly predicted at the center of any galaxy old enough to have grown a
power-law density cusp in the stars via the Bahcall-Wolf mechanism. Using both
Fokker-Planck and direct N-body integrations, we demonstrate collisional
generation of these dark matter ""crests"" (Collisionally REgenerated
STtructures) even in the extreme case that the density of both stars and dark
matter were previously lowered by slingshot ejection from a binary supermassive
black hole. The time scale for collisional growth of the crest is approximately
the two-body relaxation time as defined by the stars, which is < 10 Gyr at the
centers of stellar spheroids with luminosities comparable to that of the Milky
Way bulge or less. The presence of crests can robustly be predicted in such
galaxies, unlike the steeper enhancements, called ""spikes,"" produced by the
adiabatic growth of black holes. We discuss special cases where the prospects
for detecting dark matter annihilations from the centers of galaxy haloes are
significantly affected by the formation of crests.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 15:07:36 GMT""}]","2009-11-11"
"physics/0610114","Vasiliki Mitsou","Vasiliki A. Mitsou (Valencia U., IFIC and CERN) (for the ATLAS SCT
  Collaboration)","Readout Electronics Tests and Integration of the ATLAS Semiconductor
  Tracker","5 pages, 12 figures, Contributed to 12th Workshop On Electronics For
  LHC And Future Experiments (LECC 2006), 25-29 September 2006, Valencia, Spain","Proceedings of the 12th Workshop on Electronics for LHC and Future
  Experiments, CERN, 191-195, 2007","10.5170/CERN-2007-001.191","CERN-2007-001; CERN-LHCC-2007-006; LHCC-G-125","physics.ins-det",,"  The SemiConductor Tracker (SCT) together with the Pixel detector and the
Transition Radiation Tracker (TRT) form the central tracking system of the
ATLAS experiment at the LHC. It consists of single-sided microstrip silicon
sensors, which are read out via binary ASICs based on the DMILL technology, and
the data are transmitted via radiation-hard optical fibres. After an overview
of the SCT detector layout and readout system, the final-stage assembly of
large-scale structures and the integration with the TRT is presented. The focus
is on the electrical performance of the overall SCT detector system through the
different integration stages, including the detector control and data
acquisition system.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 10:40:17 GMT""},{""version"":""v2"",""created"":""Wed, 28 Feb 2007 18:55:15 GMT""}]","2019-08-14"
"physics/0610115","Robert Schmunk","J. Hansen, M. Sato, R. Ruedy, P. Kharecha, A. Lacis, R. Miller, L.
  Nazarenko, K. Lo, G.A. Schmidt, G. Russell, I. Aleinov, S. Bauer, E. Baum, B.
  Cairns, V. Canuto, M. Chandler, Y. Cheng, A. Cohen, A. Del Genio, G.
  Faluvegi, E. Fleming, A. Friend, T. Hall, C. Jackman, J. Jonas, M. Kelley,
  N.Y. Kiang, D. Koch, G. Labow, J. Lerner, S. Menon, T. Novakov, V. Oinas, Ja.
  Perlwitz, Ju. Perlwitz, D. Rind, A. Romanou, R. Schmunk, D. Shindell, P.
  Stone, S. Sun, D. Streets, N. Tausnev, D. Thresher, N. Unger, M. Yao, S.
  Zhang","Dangerous human-made interference with climate: A GISS modelE study","21 pages; 10 figures; to be submitted to Atmospheric Chemistry and
  Physics","Rev. text publ. in Atmospheric Chemistry and Physics, 7, 2287-2312
  (2007)","10.5194/acp-7-2287-2007",,"physics.ao-ph physics.geo-ph",,"  We investigate the issue of ""dangerous human-made interference with climate""
using simulations with GISS modelE driven by measured or estimated forcings for
1880-2003 and extended to 2100 for IPCC greenhouse gas scenarios as well as the
'alternative' scenario of Hansen and Sato. Identification of 'dangerous'
effects is partly subjective, but we find evidence that added global warming of
more than 1 degree C above the level in 2000 has effects that may be highly
disruptive. The alternative scenario, with peak added forcing ~1.5 W/m2 in
2100, keeps further global warming under 1 degree C if climate sensitivity is
\~3 degrees C or less for doubled CO2. We discuss three specific sub-global
topics: Arctic climate change, tropical storm intensification, and ice sheet
stability. Growth of non-CO2 forcings has slowed in recent years, but CO2
emissions are now surging well above the alternative scenario. Prompt actions
to slow CO2 emissions and decrease non-CO2 forcings are needed to achieve the
low forcing of the alternative scenario.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:57:57 GMT""}]","2020-11-04"
"physics/0610116","Orfeu Bertolami","O. Bertolami and F.G. Pedro","Gravity Control Propulsion: Towards a General Relativistic Approach","14 pages, 1 figure, PDF file","J.Br.Interplanet.Soc.60:285-288,2007",,,"physics.space-ph physics.gen-ph",,"  Evaluation of gravity control concepts should be examined with respect to
currently known physical theories. In this work we study the hypothetical
conversion of gravitational potential energy into kinetic energy using the
formalism of general relativity. We show that the energy involved in the
process greatly exceeds the Newtonian estimate, given the nature of general
relativity. We conclude that the impact of any gravity manipulation for
propulsion greatly depends fundamentally on its exact definition.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 14:34:57 GMT""}]","2008-11-26"
"quant-ph/0610114","Tun Wang","T. Wang, S. Yelin","Rotation of atoms in a two dimensional lattice with a harmonic trap","4 pages, some paragraphs were refrased, typos corrected. beta is
  corrected",,,,"quant-ph",,"  Rotation of atoms in a lattice is studied using a Hubbard model. It is found
that the atoms are still contained in the trap even when the rotation frequency
is larger than the trapping frequency. This is very different from the behavior
in continuum. Bragg scattering and coupling between angular and radial motion
are believed to make this stability possible. In this regime, density depletion
at the center of the trap can be developed for spin polarized fermions.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 02:49:57 GMT""},{""version"":""v2"",""created"":""Tue, 21 Nov 2006 21:55:21 GMT""},{""version"":""v3"",""created"":""Tue, 13 Mar 2007 19:44:03 GMT""}]","2007-05-23"
"quant-ph/0610121","Olimpia Lombardi","Olimpia Lombardi and Mario Castagnino","A modal-Hamiltonian interpretation of quantum mechanics","82 pages, no figures. Forthcoming in Studies in History and
  Philosophy of Modern Physics",,,,"quant-ph",,"  The aim of this paper is to introduce a new member of the family of the modal
interpretations of quantum mechanics. In this modal-Hamiltonian interpretation,
the Hamiltonian of the quantum system plays a decisive role in the
property-ascription rule that selects the definite-valued observables whose
possible values become actual. We show that this interpretation is effective
for solving the measurement problem, both in its ideal and its non-ideal
versions, and we argue for the physical relevance of the property-ascription
rule by applying it to well-known physical situations. Moreover, we explain how
this interpretation supplies a description of the elemental categories of the
ontology referred to by the theory, where quantum systems turn out to be
bundles of possible properties.
","[{""version"":""v1"",""created"":""Sun, 15 Oct 2006 21:14:29 GMT""},{""version"":""v2"",""created"":""Mon, 4 Feb 2008 20:32:55 GMT""}]","2008-02-04"
"quant-ph/0610122","Werner Stulpe","Werner Stulpe","Classical Representations of Quantum Mechanics Related to Statistically
  Complete Observables","118 pages, no figures. This work was published 1997 as a book by
  Wissenschaft und Technik Verlag Berlin. Since it has proved to be of interest
  to some researchers, it is published here for an easier access",,,,"quant-ph",,"  We present a reformulation of quantum mechanics in terms of probability
measures and functions on a general classical sample space and in particular in
terms of probability densities and functions on phase space. The basis of our
proceeding is the existence of so-called statistically complete observables and
the duality between the state spaces and the spaces of the observables, the
latter holding in the quantum as well as in the classical case. In the
phase-space context, we further discuss joint position-momentum observables,
Hilbert spaces of infinitely differentiable functions on phase space, and
dequantizations. Finally, the relation of quantum dynamics to the classical
Liouville dynamics is investigated.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 00:18:11 GMT""}]","2007-05-23"
"quant-ph/0610123","Eyob Alebachew Sete","Eyob Alebachew and K. Fesseha","Interaction of a two-level atom with squeezed light","9 pages and 9 figures, in press, Opt. Commun",,"10.1016/j.optcom.2006.10.016",,"quant-ph",,"  We consider a degenerate parametric oscillator whose cavity contains a
two-level atom. Applying the Heisenberg and quantum Langevin equations, we
calculate in the bad-cavity limit the mean photon number, the quadrature
variance, and the power spectrum for the cavity mode in general and for the
signal light and fluorescent light in particular. We also obtain the normalized
second-order correlation function for the fluorescent light. We find that the
presence of the two-level atom leads to a decrease in the degree of squeezing
of the signal light. It so turns out that the fluorescent light is in a
squeezed state and the power spectrum consists of a single peak only.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 05:17:32 GMT""},{""version"":""v2"",""created"":""Mon, 6 Nov 2006 12:51:29 GMT""}]","2007-05-23"
"quant-ph/0610124","Katalin Hangos","D. Petz, K.M. Hangos, A. Magyar","Point Estimation of States of Finite Quantum Systems","16 pages, 5 figures",,"10.1088/1751-8113/40/28/S06",,"quant-ph",,"  The estimation of the density matrix of a $k$-level quantum system is studied
when the parametrization is given by the real and imaginary part of the entries
and they are estimated by independent measurements. It is established that the
properties of the estimation procedure depend very much on the invertibility of
the true state. In particular, in case of a pure state the estimation is less
efficient. Moreover, several estimation schemes are compared for the unknown
state of a qubit when one copy is measured at a time. It is shown that the
average mean quadratic error matrix is the smallest if the applied observables
are complementary. The results are illustrated by computer simulations.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:07:27 GMT""}]","2009-11-13"
"quant-ph/0610125","Ye Yeo","Ye Yeo","Local noise can enhance entanglement teleportation","10 pages",,"10.1103/PhysRevA.78.022334",,"quant-ph",,"  Recently we have considered two-qubit teleportation via mixed states of four
qubits and defined the generalized singlet fraction. For single-qubit
teleportation, Badziag {\em et al.} [Phys. Rev. A {\bf 62}, 012311 (2000)] and
Bandyopadhyay [Phys. Rev. A {\bf 65}, 022302 (2002)] have obtained a family of
entangled two-qubit mixed states whose teleportation fidelity can be enhanced
by subjecting one of the qubits to dissipative interaction with the environment
via an amplitude damping channel. Here, we show that a dissipative interaction
with the local environment via a pair of time-correlated amplitude damping
channels can enhance fidelity of entanglement teleportation for a class of
entangled four-qubit mixed states. Interestingly, we find that this enhancement
corresponds to an enhancement in the quantum discord for some states.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 09:49:11 GMT""}]","2013-05-29"
"quant-ph/0610126","Mihai Macovei","Mihai A. Macovei","Quantum tunneling through vacuum-multiparticle induced potentials","Multiparticle samples, quantum tunneling, vacuum induced potentials","Phys. Rev. A 75, 043803 (2007)","10.1103/PhysRevA.75.043803",,"quant-ph",,"  The vacuum cavity mode induces a potential barrier and a well when an
ultra-slow excited atom enters the interaction region so that it can be
reflected or transmitted with a certain probability. We demonstrate here that a
slow-velocity excited particle tunnels freely through a vacuum electromagnetic
field mode filled with $N-1$ ground state atoms. The reason for this is the
trapping of the moving atom into its upper state due to multiparticle
influences and the corresponding decoupling from the interaction with the
environment such that the emitter does not {\it see} the induced potentials.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 10:08:36 GMT""}]","2009-11-13"
"quant-ph/0610127","Agata Ch\c{e}ci\'nska","A. Checinska, K. Wodkiewicz","Noisy Qutrit Channels","contributed paper: Quantum Probability, Information and Control
  Symposium, The University of Nottingham, July 2006, 8 pages, 4 figures",,,,"quant-ph",,"  We present an analysis of spontaneous emission in a 3-level atom as an
example of a qutrit state under the action of noisy quantum channels. We choose
a 3-level atom with V-configuration to be the qutrit state. Gell-Mann matrices
and a generalized Bloch vector (8-dimensional) are used to describe the qutrit
density operator. Using the time-evolution equations of atomic variables we
find the Kraus representation of spontaneous emission quantum channel (SE
channel). Furthermore, we consider a generalized Werner state of two qutrits
and investigate the separability condition. We give similar analysis of
spontaneous emission for qubit channels. The influence of spontaneous emission
on the separability of Werner states for qutrit and qubit states is compared.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 10:46:06 GMT""},{""version"":""v2"",""created"":""Thu, 23 Nov 2006 14:51:52 GMT""}]","2007-05-23"
"quant-ph/0610128","Ashot Gevorkyan S","Ashot S. Gevorkyan, Alexander V. Bogdanov, Gunnar Nyman","Regular and Chaotic Quantum Dynamic in Atom-Diatom Reactive Collisions","12 pages, 5 figures",,,,"quant-ph",,"  A new micro-irreversible 3D theory of quantum multichannel scattering in the
three-body system is developed. The quantum approach is constructed on the
generating trajectory tubes which allow taking into account influence of
classical non-integrability on the dynamical quantum system. It was shown that
when the volume of classical chaos in phase space is larger than quantum sell
in the main object of quantum system the wavefunction generates chaos (quantum
chaos). The probability of quantum transitions is constructed for this case. On
the example of collinear collision of Li+(FH) -> (LiF)+H system is carried out
the numerical calculation and was shown that in the system is generated quantum
(wave) chaos.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 11:07:01 GMT""},{""version"":""v2"",""created"":""Fri, 17 Nov 2006 09:36:18 GMT""}]","2007-05-23"
"quant-ph/0610129","K. Ch. Chatzisavvas","K.D. Sen, C.P. Panos, K.Ch. Chatzisavvas, and Ch.C. Moustakidis","Net Fisher information measure versus ionization potential and dipole
  polarizability in atoms","16 pages, 6 figures",,"10.1016/j.physleta.2006.12.044",,"quant-ph nlin.AO physics.chem-ph",,"  The net Fisher information measure, defined as the product of position and
momentum Fisher information measures and derived from the non-relativistic
Hartree-Fock wave functions for atoms with Z=1-102, is found to correlate well
with the inverse of the experimental ionization potential. Strong direct
correlations of the net Fisher information are also reported for the static
dipole polarizability of atoms with Z=1-88. The complexity measure, defined as
the ratio of the net Onicescu information measure and net Fisher information,
exhibits clearly marked regions corresponding to the periodicity of the atomic
shell structure. The reported correlations highlight the need for using the net
information measures in addition to either the position or momentum space
analogues. With reference to the correlation of the experimental properties
considered here, the net Fisher information measure is found to be superior
than the net Shannon information entropy.
","[{""version"":""v1"",""created"":""Mon, 16 Oct 2006 13:28:56 GMT""}]","2015-06-26"
